X : 1 if unit j processes task i starting at time t
    Size=400, Index=I*J*T
    Key              : Lower : Value             : Upper : Fixed : Stale : Domain
     ('T1', 'U1', 0) :     0 :               1.0 :     1 : False : False : Binary
    ('T3', 'U4', 14) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T3', 'U4', 15) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T3', 'U4', 16) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T3', 'U4', 17) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T3', 'U4', 18) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T3', 'U4', 19) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T4', 'U1', 0) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T4', 'U1', 1) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T4', 'U1', 2) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T4', 'U1', 3) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T4', 'U1', 4) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T4', 'U1', 5) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T4', 'U1', 6) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T4', 'U1', 7) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T4', 'U1', 8) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T4', 'U1', 9) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T4', 'U1', 10) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T4', 'U1', 11) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T4', 'U1', 12) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T4', 'U1', 13) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T4', 'U1', 14) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T4', 'U1', 15) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T4', 'U1', 16) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T4', 'U1', 17) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T4', 'U1', 18) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T4', 'U1', 19) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T4', 'U2', 0) :     0 :                0.0 :    50 : False : False : NonNegativeReals
     ('T4', 'U2', 1) :     0 :                0.0 :    50 : False : False : NonNegativeReals
     ('T4', 'U2', 2) :     0 :                0.0 :    50 : False : False : NonNegativeReals
     ('T4', 'U2', 3) :     0 :                0.0 :    50 : False : False : NonNegativeReals
     ('T4', 'U2', 4) :     0 :               50.0 :    50 : False : False : NonNegativeReals
     ('T4', 'U2', 5) :     0 :               50.0 :    50 : False : False : NonNegativeReals
     ('T4', 'U2', 6) :     0 :                0.0 :    50 : False : False : NonNegativeReals
     ('T4', 'U2', 7) :     0 :               50.0 :    50 : False : False : NonNegativeReals
     ('T4', 'U2', 8) :     0 :               50.0 :    50 : False : False : NonNegativeReals
     ('T4', 'U2', 9) :     0 :               50.0 :    50 : False : False : NonNegativeReals
    ('T4', 'U2', 10) :     0 :                0.0 :    50 : False : False : NonNegativeReals
    ('T4', 'U2', 11) :     0 :                0.0 :    50 : False : False : NonNegativeReals
    ('T4', 'U2', 12) :     0 :               50.0 :    50 : False : False : NonNegativeReals
    ('T4', 'U2', 13) :     0 :               50.0 :    50 : False : False : NonNegativeReals
    ('T4', 'U2', 14) :     0 :  30.26315789473685 :    50 : False : False : NonNegativeReals
    ('T4', 'U2', 15) :     0 :               50.0 :    50 : False : False : NonNegativeReals
    ('T4', 'U2', 16) :     0 :               50.0 :    50 : False : False : NonNegativeReals
    ('T4', 'U2', 17) :     0 :               50.0 :    50 : False : False : NonNegativeReals
    ('T4', 'U2', 18) :     0 :                0.0 :    50 : False : False : NonNegativeReals
    ('T4', 'U2', 19) :     0 :                0.0 :    50 : False : False : NonNegativeReals
     ('T4', 'U3', 0) :     0 :                0.0 :    80 : False : False : NonNegativeReals
     ('T4', 'U3', 1) :     0 :                0.0 :    80 : False : False : NonNegativeReals
     ('T4', 'U3', 2) :     0 :                0.0 :    80 : False : False : NonNegativeReals
     ('T4', 'U3', 3) :     0 :                0.0 :    80 : False : False : NonNegativeReals
     ('T4', 'U3', 4) :     0 :                0.0 :    80 : False : False : NonNegativeReals
     ('T4', 'U3', 5) :     0 :                0.0 :    80 : False : False : NonNegativeReals
     ('T4', 'U3', 6) :     0 :                0.0 :    80 : False : False : NonNegativeReals
     ('T4', 'U3', 7) :     0 :                0.0 :    80 : False : False : NonNegativeReals
     ('T4', 'U3', 8) :     0 :                0.0 :    80 : False : False : NonNegativeReals
     ('T4', 'U3', 9) :     0 :                0.0 :    80 : False : False : NonNegativeReals
    ('T4', 'U3', 10) :     0 :                0.0 :    80 : False : False : NonNegativeReals
    ('T4', 'U3', 11) :     0 :                0.0 :    80 : False : False : NonNegativeReals
    ('T4', 'U3', 12) :     0 :                0.0 :    80 : False : False : NonNegativeReals
    ('T4', 'U3', 13) :     0 :                0.0 :    80 : False : False : NonNegativeReals
    ('T4', 'U3', 14) :     0 :                0.0 :    80 : False : False : NonNegativeReals
    ('T4', 'U3', 15) :     0 :                0.0 :    80 : False : False : NonNegativeReals
    ('T4', 'U3', 16) :     0 :                0.0 :    80 : False : False : NonNegativeReals
    ('T4', 'U3', 17) :     0 :                0.0 :    80 : False : False : NonNegativeReals
    ('T4', 'U3', 18) :     0 :                0.0 :    80 : False : False : NonNegativeReals
    ('T4', 'U3', 19) :     0 :                0.0 :    80 : False : False : NonNegativeReals
     ('T4', 'U4', 0) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T4', 'U4', 1) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T4', 'U4', 2) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T4', 'U4', 3) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T4', 'U4', 4) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T4', 'U4', 5) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T4', 'U4', 6) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T4', 'U4', 7) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T4', 'U4', 8) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T4', 'U4', 9) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T4', 'U4', 10) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T4', 'U4', 11) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T4', 'U4', 12) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T4', 'U4', 13) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T4', 'U4', 14) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T4', 'U4', 15) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T4', 'U4', 16) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T4', 'U4', 17) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T4', 'U4', 18) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T4', 'U4', 19) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U1', 0) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U1', 1) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U1', 2) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U1', 3) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U1', 4) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U1', 5) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U1', 6) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U1', 7) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U1', 8) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U1', 9) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U1', 10) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U1', 11) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U1', 12) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U1', 13) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U1', 14) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U1', 15) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U1', 16) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U1', 17) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U1', 18) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U1', 19) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U2', 0) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U2', 1) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U2', 2) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U2', 3) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U2', 4) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U2', 5) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U2', 6) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U2', 7) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U2', 8) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U2', 9) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U2', 10) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U2', 11) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U2', 12) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U2', 13) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U2', 14) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U2', 15) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U2', 16) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U2', 17) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U2', 18) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U2', 19) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U3', 0) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U3', 1) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U3', 2) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U3', 3) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U3', 4) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U3', 5) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U3', 6) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U3', 7) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U3', 8) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U3', 9) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U3', 10) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U3', 11) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U3', 12) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U3', 13) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U3', 14) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U3', 15) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U3', 16) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U3', 17) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U3', 18) :     0 :                  0 :     0 : False :  True : NonNegativeReals
    ('T5', 'U3', 19) :     0 :                  0 :     0 : False :  True : NonNegativeReals
     ('T5', 'U4', 0) :     0 :                0.0 :   200 : False : False : NonNegativeReals
     ('T5', 'U4', 1) :     0 :                0.0 :   200 : False : False : NonNegativeReals
     ('T5', 'U4', 2) :     0 :                0.0 :   200 : False : False : NonNegativeReals
     ('T5', 'U4', 3) :     0 :                0.0 :   200 : False : False : NonNegativeReals
     ('T5', 'U4', 4) :     0 :                0.0 :   200 : False : False : NonNegativeReals
     ('T5', 'U4', 5) :     0 :                0.0 :   200 : False : False : NonNegativeReals
     ('T5', 'U4', 6) :     0 :                0.0 :   200 : False : False : NonNegativeReals
     ('T5', 'U4', 7) :     0 :                0.0 :   200 : False : False : NonNegativeReals
     ('T5', 'U4', 8) :     0 :                0.0 :   200 : False : False : NonNegativeReals
     ('T5', 'U4', 9) :     0 : 140.35087719298267 :   200 : False : False : NonNegativeReals
    ('T5', 'U4', 10) :     0 :                0.0 :   200 : False : False : NonNegativeReals
    ('T5', 'U4', 11) :     0 :                0.0 :   200 : False : False : NonNegativeReals
    ('T5', 'U4', 12) :     0 :                0.0 :   200 : False : False : NonNegativeReals
    ('T5', 'U4', 13) :     0 :                0.0 :   200 : False : False : NonNegativeReals
    ('T5', 'U4', 14) :     0 : 140.35087719298267 :   200 : False : False : NonNegativeReals
    ('T5', 'U4', 15) :     0 :                0.0 :   200 : False : False : NonNegativeReals
    ('T5', 'U4', 16) :     0 : 140.35087719298267 :   200 : False : False : NonNegativeReals
    ('T5', 'U4', 17) :     0 :                0.0 :   200 : False : False : NonNegativeReals
    ('T5', 'U4', 18) :     0 : 109.21052631578885 :   200 : False : False : NonNegativeReals
    ('T5', 'U4', 19) :     0 :                0.0 :   200 : False : False : NonNegativeReals

S : Inventory of material k at time t
    Size=180, Index=K*T
    Key        : Lower : Value              : Upper : Fixed : Stale : Domain
     ('S1', 0) :     0 :             3900.0 :  4000 : False : False : NonNegativeReals
     ('S1', 1) :     0 :             3900.0 :  4000 : False : False : NonNegativeReals
     ('S1', 2) :     0 :             3800.0 :  4000 : False : False : NonNegativeReals
     ('S1', 3) :     0 :  3704.678362573099 :  4000 : False : False : NonNegativeReals
     ('S1', 4) :     0 :  3704.678362573099 :  4000 : False : False : NonNegativeReals
     ('S1', 5) :     0 :  3704.678362573099 :  4000 : False : False : NonNegativeReals
     ('S1', 6) :     0 :  3704.678362573099 :  4000 : False : False : NonNegativeReals
     ('S1', 7) :     0 :  3704.678362573099 :  4000 : False : False : NonNegativeReals
     ('S1', 8) :     0 :  3704.678362573099 :  4000 : False : False : NonNegativeReals
     ('S1', 9) :     0 :  3704.678362573099 :  4000 : False : False : NonNegativeReals
    ('S1', 10) :     0 :  3704.678362573099 :  4000 : False : False : NonNegativeReals
    ('S1', 11) :     0 :  3704.678362573099 :  4000 : False : False : NonNegativeReals
    ('S1', 12) :     0 :  3704.678362573099 :  4000 : False : False : NonNegativeReals
    ('S1', 13) :     0 :  3704.678362573099 :  4000 : False : False : NonNegativeReals
    ('S1', 14) :     0 :  3704.678362573099 :  4000 : False : False : NonNegativeReals
    ('S1', 15) :     0 :  3704.678362573099 :  4000 : False : False : NonNegativeReals
    ('S1', 16) :     0 :  3704.678362573099 :  4000 : False : False : NonNegativeReals
    ('S1', 17) :     0 :  3704.678362573099 :  4000 : False : False : NonNegativeReals
    ('S1', 18) :     0 :  3704.678362573099 :  4000 : False : False : NonNegativeReals
    ('S1', 19) :     0 :  3704.678362573099 :  4000 : False : False : NonNegativeReals
     ('S2', 0) :     0 : 3946.9298245614036 :  4000 : False : False : NonNegativeReals
     ('S2', 1) :     0 : 3918.8596491228072 :  4000 : False : False : NonNegativeReals
     ('S2', 2) :     0 :  3890.789473684211 :  4000 : False : False : NonNegativeReals
     ('S2', 3) :     0 :  3890.789473684211 :  4000 : False : False : NonNegativeReals
     ('S2', 4) :     0 :  3890.789473684211 :  4000 : False : False : NonNegativeReals
     ('S2', 5) :     0 : 3862.7192982456145 :  4000 : False : False : NonNegativeReals
     ('S2', 6) :     0 :  3834.649122807018 :  4000 : False : False : NonNegativeReals
     ('S2', 7) :     0 :  3834.649122807018 :  4000 : False : False : NonNegativeReals
     ('S2', 8) :     0 :  3834.649122807018 :  4000 : False : False : NonNegativeReals
     ('S2', 9) :     0 :  3834.649122807018 :  4000 : False : False : NonNegativeReals
    ('S2', 10) :     0 :  3834.649122807018 :  4000 : False : False : NonNegativeReals
    ('S2', 11) :     0 : 3806.5789473684217 :  4000 : False : False : NonNegativeReals
    ('S2', 12) :     0 : 3806.5789473684217 :  4000 : False : False : NonNegativeReals
    ('S2', 13) :     0 : 3806.5789473684217 :  4000 : False : False : NonNegativeReals
    ('S2', 14) :     0 : 3806.5789473684217 :  4000 : False : False : NonNegativeReals
    ('S2', 15) :     0 : 3806.5789473684217 :  4000 : False : False : NonNegativeReals
    ('S2', 16) :     0 : 3778.5087719298253 :  4000 : False : False : NonNegativeReals
    ('S2', 17) :     0 : 3778.5087719298253 :  4000 : False : False : NonNegativeReals
    ('S2', 18) :     0 : 3778.5087719298253 :  4000 : False : False : NonNegativeReals
    ('S2', 19) :     0 : 3778.5087719298253 :  4000 : False : False : NonNegativeReals
     ('S3', 0) :     0 : 3946.9298245614036 :  4000 : False : False : NonNegativeReals
     ('S3', 1) :     0 : 3918.8596491228072 :  4000 : False : False : NonNegativeReals
     ('S3', 2) :     0 :  3890.789473684211 :  4000 : False : False : NonNegativeReals
     ('S3', 3) :     0 :  3890.789473684211 :  4000 : False : False : NonNegativeReals
     ('S3', 4) :     0 :  3880.789473684211 :  4000 : False : False : NonNegativeReals
     ('S3', 5) :     0 : 3842.7192982456145 :  4000 : False : False : NonNegativeReals
     ('S3', 6) :     0 :  3814.649122807018 :  4000 : False : False : NonNegativeReals
     ('S3', 7) :     0 :  3804.649122807018 :  4000 : False : False : NonNegativeReals
     ('S3', 8) :     0 :  3794.649122807018 :  4000 : False : False : NonNegativeReals
     ('S3', 9) :     0 :  3784.649122807018 :  4000 : False : False : NonNegativeReals
    ('S3', 10) :     0 :  3784.649122807018 :  4000 : False : False : NonNegativeReals
    ('S3', 11) :     0 : 3756.5789473684217 :  4000 : False : False : NonNegativeReals
    ('S3', 12) :     0 : 3746.5789473684217 :  4000 : False : False : NonNegativeReals
    ('S3', 13) :     0 : 3736.5789473684217 :  4000 : False : False : NonNegativeReals
    ('S3', 14) :     0 :  3730.526315789474 :  4000 : False : False : NonNegativeReals
    ('S3', 15) :     0 :  3720.526315789474 :  4000 : False : False : NonNegativeReals
    ('S3', 16) :     0 :  3682.456140350878 :  4000 : False : False : NonNegativeReals
    ('S3', 17) :     0 :  3672.456140350878 :  4000 : False : False : NonNegativeReals
    ('S3', 18) :     0 :  3672.456140350878 :  4000 : False : False : NonNegativeReals
    ('S3', 19) :     0 :  3672.456140350878 :  4000 : False : False : NonNegativeReals
     ('S4', 0) :     0 :                0.0 :  1000 : False : False : NonNegativeReals
     ('S4', 1) :     0 :               80.0 :  1000 : False : False : NonNegativeReals
     ('S4', 2) :     0 :               60.0 :  1000 : False : False : NonNegativeReals
     ('S4', 3) :     0 : 113.05263157894737 :  1000 : False : False : NonNegativeReals
     ('S4', 4) :     0 : 208.37426900584842 :  1000 : False : False : NonNegativeReals
     ('S4', 5) :     0 : 208.37426900584842 :  1000 : False : False : NonNegativeReals
     ('S4', 6) :     0 : 188.37426900584842 :  1000 : False : False : NonNegativeReals
     ('S4', 7) :     0 :  161.4269005847958 :  1000 : False : False : NonNegativeReals
     ('S4', 8) :     0 :  161.4269005847958 :  1000 : False : False : NonNegativeReals
     ('S4', 9) :     0 : 134.47953216374316 :  1000 : False : False : NonNegativeReals
    ('S4', 10) :     0 : 114.47953216374314 :  1000 : False : False : NonNegativeReals
    ('S4', 11) :     0 :  94.47953216374314 :  1000 : False : False : NonNegativeReals
    ('S4', 12) :     0 :  67.53216374269051 :  1000 : False : False : NonNegativeReals
    ('S4', 13) :     0 :  67.53216374269051 :  1000 : False : False : NonNegativeReals
    ('S4', 14) :     0 : 40.584795321637884 :  1000 : False : False : NonNegativeReals
    ('S4', 15) :     0 : 40.584795321637884 :  1000 : False : False : NonNegativeReals
    ('S4', 16) :     0 : 40.584795321637884 :  1000 : False : False : NonNegativeReals
    ('S4', 17) :     0 :               20.0 :  1000 : False : False : NonNegativeReals
    ('S4', 18) :     0 :                0.0 :  1000 : False : False : NonNegativeReals
    ('S4', 19) :     0 :                0.0 :  1000 : False : False : NonNegativeReals
     ('S5', 0) :     0 :                0.0 :   150 : False : False : NonNegativeReals
     ('S5', 1) :     0 :  76.14035087719307 :   150 : False : False : NonNegativeReals
     ('S5', 2) :     0 : 102.28070175438614 :   150 : False : False : NonNegativeReals
     ('S5', 3) :     0 :  88.00000000000028 :   150 : False : False : NonNegativeReals
     ('S5', 4) :     0 :  88.00000000000028 :   150 : False : False : NonNegativeReals
     ('S5', 5) :     0 :  88.00000000000028 :   150 : False : False : NonNegativeReals
     ('S5', 6) :     0 : 114.14035087719336 :   150 : False : False : NonNegativeReals
     ('S5', 7) :     0 :  129.8596491228075 :   150 : False : False : NonNegativeReals
     ('S5', 8) :     0 :  129.8596491228075 :   150 : False : False : NonNegativeReals
     ('S5', 9) :     0 :  89.43859649122857 :   150 : False : False : NonNegativeReals
    ('S5', 10) :     0 : 59.438596491228566 :   150 : False : False : NonNegativeReals
    ('S5', 11) :     0 : 29.438596491228566 :   150 : False : False : NonNegativeReals
    ('S5', 12) :     0 :   45.1578947368427 :   150 : False : False : NonNegativeReals
    ('S5', 13) :     0 :   45.1578947368427 :   150 : False : False : NonNegativeReals
    ('S5', 14) :     0 :  4.736842105263761 :   150 : False : False : NonNegativeReals
    ('S5', 15) :     0 :  4.736842105263761 :   150 : False : False : NonNegativeReals
    ('S5', 16) :     0 :  4.736842105263761 :   150 : False : False : NonNegativeReals
    ('S5', 17) :     0 :               30.0 :   150 : False : False : NonNegativeReals
    ('S5', 18) :     0 :                0.0 :   150 : False : False : NonNegativeReals
    ('S5', 19) :     0 :                0.0 :   150 : False : False : NonNegativeReals
     ('S6', 0) :     0 :                0.0 :   500 : False : False : NonNegativeReals
     ('S6', 1) :     0 :                0.0 :   500 : False : False : NonNegativeReals
     ('S6', 2) :     0 :               30.0 :   500 : False : False : NonNegativeReals
     ('S6', 3) :     0 :               60.0 :   500 : False : False : NonNegativeReals
     ('S6', 4) :     0 :               50.0 :   500 : False : False : NonNegativeReals
     ('S6', 5) :     0 :  50.42105263157894 :   500 : False : False : NonNegativeReals
     ('S6', 6) :     0 :  50.42105263157894 :   500 : False : False : NonNegativeReals
     ('S6', 7) :     0 :  40.42105263157894 :   500 : False : False : NonNegativeReals
     ('S6', 8) :     0 :  0.421052631578938 :   500 : False : False : NonNegativeReals
     ('S6', 9) :     0 :  0.842105263157876 :   500 : False : False : NonNegativeReals
    ('S6', 10) :     0 : 14.877192982456144 :   500 : False : False : NonNegativeReals
    ('S6', 11) :     0 :  85.29824561403507 :   500 : False : False : NonNegativeReals
    ('S6', 12) :     0 :  75.29824561403507 :   500 : False : False : NonNegativeReals
    ('S6', 13) :     0 :  35.29824561403507 :   500 : False : False : NonNegativeReals
    ('S6', 14) :     0 : 51.508771929824526 :   500 : False : False : NonNegativeReals
    ('S6', 15) :     0 : 25.543859649122794 :   500 : False : False : NonNegativeReals
    ('S6', 16) :     0 : 25.964912280701732 :   500 : False : False : NonNegativeReals
    ('S6', 17) :     0 :                0.0 :   500 : False : False : NonNegativeReals
    ('S6', 18) :     0 :                0.0 :   500 : False : False : NonNegativeReals
    ('S6', 19) :     0 :  71.79824561403572 :   500 : False : False : NonNegativeReals
     ('S7', 0) :     0 :                0.0 :  1000 : False : False : NonNegativeReals
     ('S7', 1) :     0 :                0.0 :  1000 : False : False : NonNegativeReals
     ('S7', 2) :     0 :                0.0 :  1000 : False : False : NonNegativeReals
     ('S7', 3) :     0 :                0.0 :  1000 : False : False : NonNegativeReals
     ('S7', 4) :     0 :                0.0 :  1000 : False : False : NonNegativeReals
     ('S7', 5) :     0 :               50.0 :  1000 : False : False : NonNegativeReals
     ('S7', 6) :     0 :              100.0 :  1000 : False : False : NonNegativeReals
     ('S7', 7) :     0 :              100.0 :  1000 : False : False : NonNegativeReals
     ('S7', 8) :     0 :              150.0 :  1000 : False : False : NonNegativeReals
     ('S7', 9) :     0 : 59.649122807017335 :  1000 : False : False : NonNegativeReals
    ('S7', 10) :     0 : 109.64912280701733 :  1000 : False : False : NonNegativeReals
    ('S7', 11) :     0 : 109.64912280701733 :  1000 : False : False : NonNegativeReals
    ('S7', 12) :     0 : 109.64912280701733 :  1000 : False : False : NonNegativeReals
    ('S7', 13) :     0 : 159.64912280701733 :  1000 : False : False : NonNegativeReals
    ('S7', 14) :     0 :  69.29824561403467 :  1000 : False : False : NonNegativeReals
    ('S7', 15) :     0 :  99.56140350877152 :  1000 : False : False : NonNegativeReals
    ('S7', 16) :     0 :  9.210526315788854 :  1000 : False : False : NonNegativeReals
    ('S7', 17) :     0 : 59.210526315788854 :  1000 : False : False : NonNegativeReals
    ('S7', 18) :     0 :                0.0 :  1000 : False : False : NonNegativeReals
    ('S7', 19) :     0 :                0.0 :  1000 : False : False : NonNegativeReals
     ('S8', 0) :     0 :                0.0 :  4000 : False : False : NonNegativeReals
     ('S8', 1) :     0 :                0.0 :  4000 : False : False : NonNegativeReals
     ('S8', 2) :     0 :               20.0 :  4000 : False : False : NonNegativeReals
     ('S8', 3) :     0 :               40.0 :  4000 : False : False : NonNegativeReals
     ('S8', 4) :     0 :               60.0 :  4000 : False : False : NonNegativeReals
     ('S8', 5) :     0 :  86.94736842105263 :  4000 : False : False : NonNegativeReals
     ('S8', 6) :     0 :  86.94736842105263 :  4000 : False : False : NonNegativeReals
     ('S8', 7) :     0 : 106.94736842105263 :  4000 : False : False : NonNegativeReals
     ('S8', 8) :     0 : 106.94736842105263 :  4000 : False : False : NonNegativeReals
     ('S8', 9) :     0 : 133.89473684210526 :  4000 : False : False : NonNegativeReals
    ('S8', 10) :     0 : 133.89473684210526 :  4000 : False : False : NonNegativeReals
    ('S8', 11) :     0 :  180.8421052631579 :  4000 : False : False : NonNegativeReals
    ('S8', 12) :     0 :  200.8421052631579 :  4000 : False : False : NonNegativeReals
    ('S8', 13) :     0 :  200.8421052631579 :  4000 : False : False : NonNegativeReals
    ('S8', 14) :     0 : 227.78947368421052 :  4000 : False : False : NonNegativeReals
    ('S8', 15) :     0 : 227.78947368421052 :  4000 : False : False : NonNegativeReals
    ('S8', 16) :     0 : 254.73684210526315 :  4000 : False : False : NonNegativeReals
    ('S8', 17) :     0 : 254.73684210526315 :  4000 : False : False : NonNegativeReals
    ('S8', 18) :     0 : 254.73684210526315 :  4000 : False : False : NonNegativeReals
    ('S8', 19) :     0 :   295.321637426901 :  4000 : False : False : NonNegativeReals
     ('S9', 0) :     0 :                0.0 :  4000 : False : False : NonNegativeReals
     ('S9', 1) :     0 :                0.0 :  4000 : False : False : NonNegativeReals
     ('S9', 2) :     0 :                0.0 :  4000 : False : False : NonNegativeReals
     ('S9', 3) :     0 :                0.0 :  4000 : False : False : NonNegativeReals
     ('S9', 4) :     0 :                0.0 :  4000 : False : False : NonNegativeReals
     ('S9', 5) :     0 :                0.0 :  4000 : False : False : NonNegativeReals
     ('S9', 6) :     0 :                0.0 :  4000 : False : False : NonNegativeReals
