step_index,t_start_h,t_end_h,prediction_h,apply_h,nfe,mod_elapsed_s,predicted_end_h,applied_abs_time_h,propagation_mode,schedule_horizon_h,horizon_gap,final_ethanol_pred,ethanol_applied_pred,final_hold_up_pred,hold_up_applied_pred,productivity_pred,economic_metric,economic_metric2,git_commit,git_dirty,python_version,feasible_flag,schedule_feasible_flag,schedule_obj_value,drift_l2,drift_max_abs,drift_l2_avg,drift_max_abs_avg,drift_l2_cum,drift_max_abs_cum,drift_alert
0,0.0,3.0,6.0,3.0,2,0.32595086097717285,6.0,3.0,final,6.0,0.0,4.370922033856919,2.616411825050762,999.9997848238982,999.9998923943936,0.7284870056428199,0.07213727501692069,0.07213727501692069,38fe2f9,True,3.10.18,1,1,8.891483763814238e-08,7.014535988343524,4.670605589277983,7.014535988343524,4.670605589277983,7.014535988343524,4.670605589277983,
1,3.0,6.0,6.0,3.0,2,0.15380430221557617,9.0,6.0,final,6.0,0.0,6.252947591634214,5.552890328677522,999.9995695402985,999.9996771815993,1.0421579319390357,1.0509634428925074,1.0509634428925074,38fe2f9,True,3.10.18,1,1,6.168502233079232e-08,9.577828379620453,4.677414428301802,8.296182183981989,4.674010008789892,16.592364367963977,9.348020017579785,
2,6.0,9.0,6.0,3.0,2,0.1587848663330078,12.0,9.0,final,6.0,0.0,6.657960011598783,6.556559284217837,999.9993542929375,999.9994619170881,1.1096600019331306,1.3855197614059456,1.3855197614059456,38fe2f9,True,3.10.18,1,1,6.21233817850371e-08,9.100814221314577,4.307814102011619,8.56439286309285,4.551944706530468,25.693178589278553,13.655834119591404,
3,9.0,12.0,6.0,3.0,2,0.16896772384643555,15.0,12.0,final,6.0,0.0,6.696637575755619,6.688051064577717,999.9991390556822,999.9992466740988,1.1161062626259366,1.429350354859239,1.429350354859239,38fe2f9,True,3.10.18,1,1,5.387558559795834e-08,7.9510004729578565,4.831897156667637,8.87654769129763,4.6057085623270195,33.64417906223641,18.48773127625904,
0,0.0,3.0,6.0,3.0,2,0.3271927833557129,6.0,3.0,final,6.0,0.0,4.370922033856919,2.616411825050762,999.9997848238982,999.9998923943936,0.7284870056428199,0.07213727501692069,0.07213727501692069,38fe2f9,True,3.10.18,1,1,8.891483763814238e-08,8.309128620102616,4.476364056082829,8.309128620102616,4.476364056082829,8.309128620102616,4.476364056082829,
1,3.0,6.0,6.0,3.0,2,0.2563347816467285,9.0,6.0,final,6.0,0.0,6.252947591634214,5.552890328677522,999.9995695402985,999.9996771815993,1.0421579319390357,1.0509634428925074,1.0509634428925074,38fe2f9,True,3.10.18,1,1,6.168502233079232e-08,8.2682735612978,4.301231353936046,8.288701090700208,4.388797705009438,16.577402181400416,8.777595410018876,
2,6.0,9.0,6.0,3.0,2,0.16788077354431152,12.0,9.0,final,6.0,0.0,6.657960011598783,6.556559284217837,999.9993542929375,999.9994619170881,1.1096600019331306,1.3855197614059456,1.3855197614059456,38fe2f9,True,3.10.18,1,1,6.21233817850371e-08,5.445018440121582,3.0149672408298187,7.340806873840666,3.9308542169495646,22.022420621522,11.792562650848694,
3,9.0,12.0,6.0,3.0,2,0.18030548095703125,15.0,12.0,final,6.0,0.0,6.696637575755619,6.688051064577717,999.9991390556822,999.9992466740988,1.1161062626259366,1.429350354859239,1.429350354859239,38fe2f9,True,3.10.18,1,1,5.387558559795834e-08,6.996010761827139,4.681590002223956,6.903100921082174,3.999262865663274,29.01843138334914,16.47415265307265,
0,0.0,3.0,6.0,3.0,2,0.35855793952941895,6.0,3.0,final,6.0,0.0,4.370922033856919,2.616411825050762,999.9997848238982,999.9998923943936,0.7284870056428199,0.07213727501692069,0.07213725949532493,958ae2e,True,3.10.18,1,1,8.891483763814238e-08,8.309128620102616,4.476364056082829,8.309128620102616,4.476364056082829,8.309128620102616,4.476364056082829,
1,3.0,6.0,6.0,3.0,2,0.16187572479248047,9.0,6.0,final,6.0,0.0,6.252947591634214,5.552890328677522,999.9995695402985,999.9996771815993,1.0421579319390357,1.0509634428925074,1.0509634343243799,958ae2e,True,3.10.18,1,1,6.168502233079232e-08,8.2682735612978,4.301231353936046,8.288701090700208,4.388797705009438,16.577402181400416,8.777595410018876,
