timestamp,horizon_h,nfe,sched_periods,mod_final_ethanol,leg_final_ethanol,delta_ethanol,mod_final_hold_up,leg_final_hold_up,delta_hold_up,legacy_term_cond,legacy_status,legacy_elapsed_s
2025-10-01T23:23:19Z,12.0,4,4,6.252947592465707,0.00010005323660341607,6.252847539229104,999.9995694261319,2601.3058263676244,-1601.3062569414924,infeasible,not_optimal,6.904571771621704
