timestamp,horizon_h,nfe,sched_periods,mod_final_ethanol,leg_final_ethanol,delta_ethanol,mod_final_hold_up,leg_final_hold_up,delta_hold_up,productivity_ethanol_per_h,legacy_term_cond,legacy_status,legacy_elapsed_s
2025-10-01T23:29:00Z,12.0,2,4,6.026499210716917,0.00010001675138458842,6.026399193965532,999.9995686899687,3106.276942956887,-2106.2773742669183,0.5022082675597431,infeasible,not_optimal,6.7264769077301025
2025-10-01T23:29:18Z,24.0,2,4,6.592407123940766,0.0001,6.592307123940766,999.9991367466262,1000,-0.0008632533738364145,0.27468363016419856,exception,not_optimal,15.493370771408081
