step_index,mode,AC,ACT,Base,C,CO2,CS,Cell,E,Eth,F,G,HMF,LS,X,XS
0,final,2.6988997557827474,0.0013174971756233153,4.6706050864989095,-0.579724080770788,0.0,-2.2454051423869004,0.016495096674314036,-0.4506065685112475,0.0,0.008687671661767343,0.46364573927117547,0.004049542192477509,0.6168388684870507,0.239965376429212,-3.7444685188015967
1,final,4.560636398808853,-0.0008865570725520508,2.290880305878133,0.8179903151191041,0.12590179850414174,4.210962915609244,0.021769833358685986,-2.7886421375323067,0.20296809989216413,0.000538128460408854,0.21808802418305717,-0.0005365964946230269,-4.6774139250650535,-0.0010185431010131252,4.1851175999256185
2,final,-3.118911643844939,0.000980286509702992,2.806225187483747,4.2332011808879315,-0.09301061531053278,4.3078136385158246,-0.022041934883486825,2.727562426178224,0.038363273026728706,2.365417831959424e-05,-0.01403277544151127,0.00018530733910472694,-3.1228414350477323,0.0006643654188667192,3.3971795416207584
3,final,-3.174040898699772,0.0001987387240799457,-0.40106356087025574,-3.460884240827184,-0.27162427763636643,-0.24158811634721644,0.027100645957919278,4.831896636598955,-0.30852932056517446,-1.0963806703094404e-06,0.01017005831021145,3.547485679133153e-05,-3.6080358537291346,-0.00020092298502260436,-2.0991043252445394
4,final,-2.116652440954425,-0.00010715067524998817,1.570752937671287,4.352542689793239,-0.22708513108316186,3.5950116651183066,-0.005851984589272163,-0.8514063420762739,0.2548174724892345,1.1078733427532707e-08,-7.786677308636858e-05,-7.719509746973553e-06,0.2019996966420905,-7.650827560994229e-05,4.881875273158528
5,final,4.2219197837061415,-0.0008867977996351167,1.6465501633358741,-3.705380870715672,0.24320833215918647,1.498866299496953,0.03915340850405835,2.086501437073295,0.07537989327630701,1.0518863181735653e-09,5.002020990883555e-05,-1.6631902065396877e-06,0.38371344092763593,-9.450647242020653e-06,0.7133226514292517
6,final,-1.8376687749207292,0.00044358097483702605,1.7308876638382742,0.9567858032379206,0.07934816727401728,3.4834994240624866,-0.014939071587979469,4.501800618771824,-0.14017158960555776,-2.1076825627346923e-11,-5.2838800631150066e-05,3.585123190707056e-07,-1.8242181387592353,3.990118132268637e-06,-1.848064560365728
7,final,-0.09433793732787876,0.0006833294316801568,4.431087900655484,3.466604377010796,-0.06362193032907193,4.177973850653373,-0.01706912134784977,1.74856727674657,0.23933137908268698,5.984219433881978e-12,-2.4410329267965153e-06,3.827677809889846e-08,2.261175333866362,4.196788440963876e-07,-3.8855477610901517
8,final,-3.7031165770728904,0.0002003008615404714,1.1894552036303025,-2.0237150053298905,0.2922713063132605,3.0956300829878245,0.010957392499123753,2.693971725019864,-0.2074457292946521,-2.854602949652784e-13,-1.1776686692822122e-06,-1.2606665409097939e-08,-3.5694310777360414,-9.087595139391347e-08,-2.1201556451185155
9,final,0.30831506531181674,-0.00012851044389528693,-1.269683876382473,-2.2523066906097142,0.1138829473325833,-1.237689526606431,0.00967012148750257,-4.99341831472438,-0.20875324206340995,5.728405658566272e-16,-4.38091133639055e-08,3.1321482633356864e-09,2.926545372310869,-9.535963782749802e-09,-1.346285566115725
10,final,-3.74757898101106,0.0005185683295009288,4.329213165028534,2.0549165651475647,-0.09586878048056846,-0.3125373801739073,0.030392761940023716,1.300246856340351,-0.30986056152052477,-4.1065650775082196e-16,-1.1488045696672695e-08,2.178293484112111e-10,-1.5885490869414696,2.436410085264323e-09,-1.4914496217239588
11,final,4.045165619202507,-7.172687525986744e-05,0.44550771215224927,1.662472839124888,0.263895966861055,-0.024748935555749085,-0.04133742872613577,-0.205909582277215,-0.20856582627042908,-2.1834323595758674e-17,-1.4596347207037109e-09,4.272988614794773e-11,-1.6132528355750537,2.4961240909409755e-10,2.741939613085023
12,final,2.5058344184821664,0.000195245870560053,-0.03429832294636981,3.4262029780438183,-0.32268014320079974,1.647144124065676,0.03288156011927201,-2.615208395542851,0.04330561438839009,2.26071174032354e-19,9.457630708999544e-10,-1.259911223069901e-11,3.287528494444615,7.411392836381545e-11,-4.920127024225721
13,final,-4.148493221148854,0.0003113412725883162,3.3618316342301995,-0.43407270526637376,-0.12173941142968303,-4.563257799638819,-0.049840169623182495,2.0721011363766593,0.2205053517271942,-4.311874363163057e-20,1.5900319652355154e-10,-9.302437369179226e-13,-2.9629647815436044,-9.584725297614093e-12,-3.0199287731310704
14,final,-2.072511109817796,0.00018265614686675986,4.243391431310471,4.191029629823731,-0.05995417680334114,-2.6543299512857317,0.01737251594787348,2.2765577450757064,-0.270907967214967,3.1278133097582027e-21,-1.6809943221109556e-11,-7.570212423057375e-13,0.9757660240414765,-1.8098762430886824e-12,1.2891389910830071
15,final,4.34391831264783,0.0001456505409728288,-2.767769902824739,0.2039394432355266,-0.2649420758554353,2.894082203885219,0.012102712444747477,-4.0993746988337705,-0.26921122449041146,-6.304816061392387e-23,-3.4131071220134003e-12,1.3759649949526568e-13,3.4779645281176386,1.2067781976552253e-13,-3.1533218513977914
